Id,Comment,"{Aspect category,   Sentiment Polarity}",review_en
160,উপাদানের কম্বিনেশনটা ভালো কিন্তু স্বাদটা তেমন ভালো লাগ্লো না।,"{miscellaneous,   positive},  {food,  negative}",The combination of ingredients is good but the taste is not that good.
161,চিকেন ফিলেটটা অনেক বেশি জুসি কিন্তু দামটা যদিও এক্টু বেশি।,"{food,   positive},  {price,   negative}",The chicken fillet is very juicy but the price is too high.
162,বার্গারের প্যাটি একটু বেশি মোটা এবং এরজন্য সাইজটা বেশি বড় লাগছে।,"{food,   positive},  {miscellaneous,   positive}",The patty of the burger is a bit thicker and the size feels larger because of that.
163,রেস্টুরেন্টে ঝাল্মুড়ির স্বাদ একালার দোকানগুলার মতই কিন্তু দামটা বেশি।,"{food,   neutral},  {price,   negative}",The taste of jhalmuri in the restaurant is similar to that of the shops in Akala but the price is higher.
164,মাংসগুলা কাচা ছিলো এবং তাদের সার্ভিংও তেমন ভালো ছিলো না।,"{food,  negative},  {service,   negative}",The meats were raw and their servings were not that good.
165,এতো ভালো সার্ভিস দেখি নাই আমি এবং খাবারের মানও ভালো।,"{service,   positive},  {food,   positive}",I have never seen such good service and food quality is also good.
166,এখানের স্মুদিগুলোতে অনেক অপশন আছে এবং এখানের পরিবেশও অনেক মুগদ্ধ হবার মত।,"{miscellaneous,   positive},  {ambiance,  positive}",There are many options in the smoothies here and the atmosphere here is also very charming.
167,এই রেস্টুরেন্টের লেবুর শরবত অনেক বেশি রিফ্রেশিং এবং দামও কম অনেক।,"{food,   positive},  {price,   positive}",The lemon sorbet of this restaurant is very refreshing and the price is also very low.
168,কাচ্চির মাংসগুলা অনেক কোমল এবং জুসি ছিলো কিন্তু দামতো স্বাদের তুলনায় অনেক কম মনে হচ্ছে।,"{food,   positive},  {price,   positive}",The kacchi meat was very tender and juicy but the price seemed too low compared to the taste.
169,পুদিনা পাতার চাটনিটা যা ছিলো না এবং মজা ব্যাপার হলো যতই নেও না কেনো ফ্রি একদম।,"{food,   positive},  {price,   positive}",The mint leaf chutney was not there and the funny thing is that it is free no matter how much you take.
170,রেশ্মি কাবাবটা মুখে দিতেই গলে গেলো এবং দামটাও খুবই ভালো।,"{food,   positive},  {price,   positive}",The Reshmi Kebab melts in your mouth and the price is also very good.
171,এখানে বেশি ভেজেটেরিয়ান অপশন নেই এবং যা আছে সেগুলো দাম অনেক বেশি।,"{miscellaneous,   negative},  {price,   negative}",There aren't many vegetarian options and the ones that are are very expensive.
172,শিক কাবাবের জন্য অপেক্ষা করতে হলো অনেক্ষন কিন্তু স্বাদ অনেক অনেক বেশি ভালো।,"{service,   negative},  {food,   positive}",Had to wait a long time for Shik Kebab but the taste is much better.
173,চিকেন কাটি রোলের ভিতর মাংসের পরিমান  ভালো এবং দামও বেশি না।,"{food,   positive},  {price,   positive}",The amount of meat inside the chicken cutlet roll is good and the price is not too high.
